"historical_case_id","source_file","source_line","title","project","protected_contract","historical_architecture_dependency","current_relevance","classification","canonical_replacement_suite","canonical_replacement_test_ids","current_source_files","current_contract_ids","equal_or_stronger_coverage","consolidation_justification","retirement_evidence","remaining_limitation"
"p34-1b7dabbfc2ca6fedaa73","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1920x1080 fallback is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-1b7dabbfc2ca6fedaa73","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-20b15e38b8313453fce5","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1920x1080 interrupted-scene is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-20b15e38b8313453fce5","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-19e8e8050ce9fb60ade1","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1440x900 journal-first-opening is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-19e8e8050ce9fb60ade1","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-5758fa0204f47aa63e4a","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1440x900 journal-reentry is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-5758fa0204f47aa63e4a","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-61a46dccc63010f3ee9d","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1440x900 chapter-release is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-61a46dccc63010f3ee9d","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-59c353be03caa0d231c4","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1440x900 map-location is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-59c353be03caa0d231c4","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-43a7b4ae40d00b102efa","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1440x900 route-reveal is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-43a7b4ae40d00b102efa","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-be7e04289c6e90fb853d","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1440x900 artifact-award is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.artifacts","sl-test-be7e04289c6e90fb853d","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.artifacts contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-81b16edd6622583549ce","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1440x900 quest-discovery is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-81b16edd6622583549ce","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-78561af8db2185c85965","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1440x900 log-entry is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-78561af8db2185c85965","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-54b93e7442e70b7bf076","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1440x900 finale-tease is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-54b93e7442e70b7bf076","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-29fb38fe265c2eb45b4a","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1440x900 pause is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-29fb38fe265c2eb45b4a","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-7f87b6e2b8eb7ccb95ee","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1440x900 replay is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-7f87b6e2b8eb7ccb95ee","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-9dc2c99cc7b18f347652","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1440x900 fallback is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-9dc2c99cc7b18f347652","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-d38dd761659970e45e2d","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 1440x900 interrupted-scene is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-d38dd761659970e45e2d","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-7debd4c059a854f7a912","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 journal-first-opening is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-7debd4c059a854f7a912","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-39b52076fb8d54c4ca72","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 journal-reentry is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-39b52076fb8d54c4ca72","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-a2f5824fb8ae420016c5","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 chapter-release is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-a2f5824fb8ae420016c5","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-7ea1d276e7b0405948f6","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 map-location is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-7ea1d276e7b0405948f6","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-ab06fe4cd43c2a25b408","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 route-reveal is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-ab06fe4cd43c2a25b408","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-8a935b3da344c770135c","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 artifact-award is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.artifacts","sl-test-8a935b3da344c770135c","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.artifacts contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-62483be5708a6e6c68e2","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 quest-discovery is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-62483be5708a6e6c68e2","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-205412283ccd89296170","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 log-entry is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-205412283ccd89296170","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-a0d0c9d05267b10e7f0a","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 finale-tease is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-a0d0c9d05267b10e7f0a","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-c18efd912951539936a3","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 pause is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-c18efd912951539936a3","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-b7950dfdd4438b266055","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 replay is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-b7950dfdd4438b266055","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-208ceb02f2b046be1c00","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 fallback is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-208ceb02f2b046be1c00","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-d3b407a2b8f7273916ff","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 430x932 interrupted-scene is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-d3b407a2b8f7273916ff","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-257b7c0947ef53c66abb","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 journal-first-opening is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-257b7c0947ef53c66abb","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-e5c4dd6c467b016b25e4","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 journal-reentry is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-e5c4dd6c467b016b25e4","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-41e1e40a892579205f52","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 chapter-release is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-41e1e40a892579205f52","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-de2aafb32d5dfdca7874","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 map-location is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-de2aafb32d5dfdca7874","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-74ba855b960b027cdb36","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 route-reveal is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-74ba855b960b027cdb36","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-393278c6b162cece27f8","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 artifact-award is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.artifacts","sl-test-393278c6b162cece27f8","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.artifacts contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-9f5c71997d1b0ea0c8ca","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 quest-discovery is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-9f5c71997d1b0ea0c8ca","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-4b57ec100d3a96111116","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 log-entry is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-4b57ec100d3a96111116","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
"p34-68e58980ccc664902937","tests/e2e/phase3-accessibility-viewports.spec.ts","512","Project Lanternwake Phase 3 accessibility and six required viewports › 390x844 finale-tease is readable, reachable, and sound-independent","webkit-mobile","authentication-authorization","retired P34 broad browser container","CURRENT_PRODUCT_CONTRACT","CURRENT_CONTRACT_MIGRATED","browser.accessibility","sl-test-68e58980ccc664902937","tests/e2e/phase3-accessibility-viewports.spec.ts","authentication-authorization","The current governed case protects the same observable product contract in its owned focused family.","Mapped by exact current identity or focused browser.accessibility contract ownership; no P34 container is selected.","Historical Playwright discovery at 073e09b1bc0ded5b0d595bf99f0db1b11aafb3b9; P34 remains archived, unselectable, and unexecuted.","Historical outcomes are archival evidence, not current release evidence."
